strategy,total_return,mean_daily_return,daily_volatility,VaR_95,CVaR_95,max_drawdown
Buy & Hold,0.8455815616393874,0.0003799097565933274,0.01273015690812002,-0.01764151105248878,-0.03065974562059564,-0.39434324726316283
Regime-based,0.5988029923033298,0.00029092078081001605,0.00876537591587218,-0.014357486406949357,-0.020807836070706943,-0.2622593862049656
