sample,strategy,total_return,daily_volatility,VaR_95,CVaR_95,max_drawdown,sharpe_ratio,return_cvar_ratio,cost_rate,total_transaction_cost
MAIN,Buy & Hold,1.2232319187573886,0.010258116316805206,-0.01587682009181758,-0.02377226397883067,-0.2176465717142304,0.9124718102375313,51.456265160385364,0.0,0.0
MAIN,Regime-based net of costs,0.7927241608862725,0.0081615838742215,-0.0133906485488824,-0.0190692159931832,-0.2161253962742477,0.8373034177776584,41.570883730597664,0.001,0.0327700029201852
MAIN,ML Hard net of costs,0.7698588075076802,0.00817301081207943,-0.013395345775727392,-0.01916187139002558,-0.22453068798913922,0.8183494079241843,40.17659819533172,0.001,0.03451439175604144
MAIN,ML Probability-Weighted net of costs,0.7161247840338771,0.008119741496692642,-0.013463622659887651,-0.019052091756062477,-0.22658975954306992,0.779233820233725,37.58772491771159,0.001,0.03916907643373209
