strategy,total_return,mean_daily_return,daily_volatility,VaR_95,CVaR_95,max_drawdown
Buy & Hold,0.8455815616393874,0.0003799097565933274,0.01273015690812002,-0.01764151105248878,-0.03065974562059564,-0.39434324726316283
Regime-based,0.6891814862283081,0.00032501183132975324,0.009088006236641062,-0.01479880981746834,-0.0213975624352967,-0.24835331690299878
