sample,date,event_date,relative_session,strategy,return,cumulative_return_window,drawdown_window,probability_high_risk,assigned_regime,economic_label,strategy_exposure
ROBUST,2022-01-27,2022-02-24,-20,ML Hard Classification,0.0059494915095376,0.005967224884894318,0.0,0.0014730825,1,medium_risk,0.6007078845462236
ROBUST,2022-01-28,2022-02-24,-19,ML Hard Classification,-0.0066746914410043,-0.0007249370375504993,-0.006652465166755883,0.0016657624,1,medium_risk,0.6007078845462236
ROBUST,2022-01-31,2022-02-24,-18,ML Hard Classification,0.0002092742922368,-0.0005157925724824652,-0.006444561310750996,0.0014464336,1,medium_risk,0.6007078845462236
ROBUST,2022-02-01,2022-02-24,-17,ML Hard Classification,0.0078920207432655,0.007403365501976511,0.0,0.0016291827,1,medium_risk,0.6007078845462236
ROBUST,2022-02-02,2022-02-24,-16,ML Hard Classification,-0.0009300005022403,0.00646691538313604,-0.0009295681858019211,0.0014762193,1,medium_risk,0.6007078845462236
ROBUST,2022-02-03,2022-02-24,-15,ML Hard Classification,-0.0016430577911683,0.004814589881131148,-0.0025697508163032845,0.0015636291,1,medium_risk,0.6007078845462236
ROBUST,2022-02-04,2022-02-24,-14,ML Hard Classification,-0.0069602323400666,-0.0021548704553437936,-0.009487992878163154,0.0024872094,1,medium_risk,0.6007078845462236
ROBUST,2022-02-07,2022-02-24,-13,ML Hard Classification,-0.0021649015942518,-0.004312770303896762,-0.011630034410333057,0.0015701447,1,medium_risk,0.6007078845462236
ROBUST,2022-02-08,2022-02-24,-12,ML Hard Classification,0.0081010671124365,0.0037861192986721193,-0.003590663211157641,0.0019575914,1,medium_risk,0.6007078845462236
ROBUST,2022-02-09,2022-02-24,-11,ML Hard Classification,0.0117807649743438,0.015681417938246733,0.0,0.0020048881,1,medium_risk,0.6007078845462236
ROBUST,2022-02-10,2022-02-24,-10,ML Hard Classification,0.0026965132958619,0.018423912310581603,0.0,0.0019303891,1,medium_risk,0.6007078845462236
ROBUST,2022-02-11,2022-02-24,-9,ML Hard Classification,-0.0059853265352899,0.01234651838073586,-0.005967450151536102,0.0022331346,1,medium_risk,0.6007078845462236
ROBUST,2022-02-14,2022-02-24,-8,ML Hard Classification,-0.0155131164611332,-0.003236944499744876,-0.02126899864436871,0.0021707218,1,medium_risk,0.6007078845462236
ROBUST,2022-02-15,2022-02-24,-7,ML Hard Classification,0.0100191077064058,0.006799928205003747,-0.011413699113962839,0.0017988373,1,medium_risk,0.6007078845462236
ROBUST,2022-02-16,2022-02-24,-6,ML Hard Classification,0.0013215217507297,0.00813131574379189,-0.010106397191163796,0.0014479326,1,medium_risk,0.6007078845462236
ROBUST,2022-02-17,2022-02-24,-5,ML Hard Classification,-0.0045618853561038,0.0035428103328263294,-0.014611893729000625,0.0016754883,1,medium_risk,0.6007078845462236
ROBUST,2022-02-18,2022-02-24,-4,ML Hard Classification,-0.0056447774903742,-0.002106007374788943,-0.0201585208646492,0.0015321409,1,medium_risk,0.6007078845462236
ROBUST,2022-02-21,2022-02-24,-3,ML Hard Classification,-0.0071119381773426,-0.00917779090689419,-0.02710237150152295,0.0010779833,1,medium_risk,0.6007078845462236
ROBUST,2022-02-22,2022-02-24,-2,ML Hard Classification,0.0003041940094412,-0.008876342879449273,-0.026806376853517278,0.0010587269,1,medium_risk,0.6007078845462236
ROBUST,2022-02-23,2022-02-24,-1,ML Hard Classification,-0.0037674931139363,-0.012603369251163454,-0.03046597903553827,0.0010434454,1,medium_risk,0.6007078845462236
ROBUST,2022-02-24,2022-02-24,0,ML Hard Classification,-0.0174462989534601,-0.02968038752690705,-0.04723406359180082,0.0038943847,1,medium_risk,0.6007078845462236
ROBUST,2022-02-25,2022-02-24,1,ML Hard Classification,0.0207467636853647,-0.009339117684531884,-0.02726077977894803,0.0069171637,1,medium_risk,0.6007078845462236
ROBUST,2022-02-28,2022-02-24,2,ML Hard Classification,-0.0005239819756645,-0.00985807015811635,-0.027770344084451337,0.0034466668,1,medium_risk,0.6007078845462236
ROBUST,2022-03-01,2022-02-24,3,ML Hard Classification,-0.0209779276055931,-0.030412843809486056,-0.047953269291632905,0.09976088,1,medium_risk,0.6007078845462236
ROBUST,2022-03-02,2022-02-24,4,ML Hard Classification,0.0096643822201565,-0.020996956858182036,-0.03870772150206714,0.031483363,1,medium_risk,0.6007078845462236
ROBUST,2022-03-03,2022-02-24,5,ML Hard Classification,-0.0227769956713504,-0.0430436728277378,-0.060355598877154026,0.7479118,2,high_risk,0.6007078845462236
ROBUST,2022-03-04,2022-02-24,6,ML Hard Classification,-0.0143512808391256,-0.05667914455916501,-0.07374439657387277,0.9503279,2,high_risk,0.3885593625672592
ROBUST,2022-03-07,2022-02-24,7,ML Hard Classification,-0.0038589368589537,-0.06031234552287024,-0.07731187070697942,0.9241713,2,high_risk,0.3885593625672592
ROBUST,2022-03-08,2022-02-24,8,ML Hard Classification,0.0069916280493862,-0.0537193780288413,-0.0708381740328009,0.9319175,2,high_risk,0.3885593625672592
ROBUST,2022-03-09,2022-02-24,9,ML Hard Classification,0.0185073787472916,-0.036043138265174135,-0.053481708272326345,0.9971494,2,high_risk,0.3885593625672592
ROBUST,2022-03-10,2022-02-24,10,ML Hard Classification,-0.0044906961326269,-0.04036227040276685,-0.057722704664284086,0.9911247,2,high_risk,0.3885593625672592
ROBUST,2022-03-11,2022-02-24,11,ML Hard Classification,0.0034898189857178,-0.037007457995399506,-0.05442858286803132,0.9678922,2,high_risk,0.3885593625672592
ROBUST,2022-03-14,2022-02-24,12,ML Hard Classification,0.0043799983749043,-0.03278030151506517,-0.050277898237361285,0.9497262,2,high_risk,0.3885593625672592
ROBUST,2022-03-15,2022-02-24,13,ML Hard Classification,8.017332281411842e-05,-0.032702753189334355,-0.05020175280833761,0.90815,2,high_risk,0.3885593625672592
ROBUST,2022-03-16,2022-02-24,14,ML Hard Classification,0.0067488134249335,-0.02615256641140451,-0.0437700629209028,0.9218114,2,high_risk,0.3885593625672592
ROBUST,2022-03-17,2022-02-24,15,ML Hard Classification,0.0014623684861544,-0.02472740080954927,-0.042370679437632175,0.817623,2,high_risk,0.3885593625672592
ROBUST,2022-03-18,2022-02-24,16,ML Hard Classification,0.0002585659528647,-0.024475195916242587,-0.04212303708530907,0.61921614,2,high_risk,0.3885593625672592
ROBUST,2022-03-21,2022-02-24,17,ML Hard Classification,-0.0013131433534283,-0.025755359125970934,-0.04338004135853346,0.32700324,1,medium_risk,0.3885593625672592
ROBUST,2022-03-22,2022-02-24,18,ML Hard Classification,0.0069766103002513,-0.018934668946119948,-0.03668274164138885,0.24262227,1,medium_risk,0.6007078845462236
ROBUST,2022-03-23,2022-02-24,19,ML Hard Classification,-0.0113460271787008,-0.030002953590221204,-0.047550794237473104,0.24620718,1,medium_risk,0.6007078845462236
ROBUST,2022-03-24,2022-02-24,20,ML Hard Classification,-0.0016829858019731,-0.031634071887812754,-0.049152404606077726,0.077024356,1,medium_risk,0.6007078845462236
ROBUST,2022-01-27,2022-02-24,-20,ML Probability-Weighted,0.0063822786106894,0.006402688748780694,0.0,0.0014730825,1,medium_risk,0.6444055053555042
ROBUST,2022-01-28,2022-02-24,-19,ML Probability-Weighted,-0.0075744690534704,-0.0011914800660846048,-0.007545855053613604,0.0016657624,1,medium_risk,0.6816859358799608
ROBUST,2022-01-31,2022-02-24,-18,ML Probability-Weighted,0.0002219832809824,-0.0009697366630029292,-0.007325522372112703,0.0014464336,1,medium_risk,0.6371881882780127
ROBUST,2022-02-01,2022-02-24,-17,ML Probability-Weighted,0.009072191710289,0.00813489444375004,0.0,0.0016291827,1,medium_risk,0.6905376034567517
ROBUST,2022-02-02,2022-02-24,-16,ML Probability-Weighted,-0.0010250492133883,0.007102036019006608,-0.0010245240299050495,0.0014762193,1,medium_risk,0.6621019483827613
ROBUST,2022-02-03,2022-02-24,-15,ML Probability-Weighted,-0.0019126860870407,0.005177606967508019,-0.002933424378563698,0.0015636291,1,medium_risk,0.6992849669214911
ROBUST,2022-02-04,2022-02-24,-14,ML Probability-Weighted,-0.0086273465309116,-0.003457107677645066,-0.011498463335892328,0.0024872094,1,medium_risk,0.7445893801558773
ROBUST,2022-02-07,2022-02-24,-13,ML Probability-Weighted,-0.0024077630403933,-0.005853660498493118,-0.013875677768262817,0.0015701447,1,medium_risk,0.6680960678876177
ROBUST,2022-02-08,2022-02-24,-12,ML Probability-Weighted,0.0105655405832084,0.004705717536738874,-0.003401506014632405,0.0019575914,1,medium_risk,0.7834527778547749
ROBUST,2022-02-09,2022-02-24,-11,ML Probability-Weighted,0.0138708217590599,0.018738912439789646,0.0,0.0020048881,1,medium_risk,0.7072810648500952
ROBUST,2022-02-10,2022-02-24,-10,ML Probability-Weighted,0.0028533458736425,0.021649877932618855,0.0,0.0019303891,1,medium_risk,0.6356458046266036
ROBUST,2022-02-11,2022-02-24,-9,ML Probability-Weighted,-0.0069515882977017,0.014572416895749507,-0.006927481899367649,0.0022331346,1,medium_risk,0.6976852266835243
ROBUST,2022-02-14,2022-02-24,-8,ML Probability-Weighted,-0.0167843867536927,-0.002314444691864481,-0.023456492426717546,0.0021707218,1,medium_risk,0.6499347494410491
ROBUST,2022-02-15,2022-02-24,-7,ML Probability-Weighted,0.0101400749312758,0.007853626976898509,-0.013503893313860149,0.0017988373,1,medium_risk,0.6079606228020132
ROBUST,2022-02-16,2022-02-24,-6,ML Probability-Weighted,0.0013496609196323,0.009214805988371877,-0.012171559173882796,0.0014479326,1,medium_risk,0.6134987603793375
ROBUST,2022-02-17,2022-02-24,-5,ML Probability-Weighted,-0.0047907839846101,0.00439143893895122,-0.016892713801905712,0.0016754883,1,medium_risk,0.6308491967827516
ROBUST,2022-02-18,2022-02-24,-4,ML Probability-Weighted,-0.0058411727776009,-0.001458283739441124,-0.022618474460958216,0.0015321409,1,medium_risk,0.6216079461918773
ROBUST,2022-02-21,2022-02-24,-3,ML Probability-Weighted,-0.0073542620719757,-0.008774884135624994,-0.029780028095153788,0.0010779833,1,medium_risk,0.6211757050601578
ROBUST,2022-02-22,2022-02-24,-2,ML Probability-Weighted,0.0003113110307618,-0.008466256786031634,-0.02947794089653555,0.0010587269,1,medium_risk,0.6147622402832745
ROBUST,2022-02-23,2022-02-24,-1,ML Probability-Weighted,-0.0039301592853169,-0.012355494665301614,-0.03328476157285187,0.0010434454,1,medium_risk,0.6266441898670827
ROBUST,2022-02-24,2022-02-24,0,ML Probability-Weighted,-0.017997299835572,-0.029971433804377057,-0.050527399701212006,0.0038943847,1,medium_risk,0.6196798496122526
ROBUST,2022-02-25,2022-02-24,1,ML Probability-Weighted,0.0207816920910111,-0.009601672872646017,-0.030589296274869282,0.0069171637,1,medium_risk,0.6017192118541657
ROBUST,2022-02-28,2022-02-24,2,ML Probability-Weighted,-0.000523491050473,-0.0101200018511729,-0.031096641295626948,0.0034466668,1,medium_risk,0.6001450739020578
ROBUST,2022-03-01,2022-02-24,3,ML Probability-Weighted,-0.0210345796242047,-0.030724250935352915,-0.051264263814091104,0.09976088,1,medium_risk,0.6023301284063054
ROBUST,2022-03-02,2022-02-24,4,ML Probability-Weighted,0.0093299634991829,-0.02163862520491966,-0.04237117242663979,0.031483363,1,medium_risk,0.5799214589007529
ROBUST,2022-03-03,2022-02-24,5,ML Probability-Weighted,-0.0225492537127381,-0.04345307001992271,-0.06372334530522528,0.7479118,2,high_risk,0.5947015441071942
ROBUST,2022-03-04,2022-02-24,6,ML Probability-Weighted,-0.0163327913629398,-0.058949258966808915,-0.07889115306559413,0.9503279,2,high_risk,0.442208543757728
ROBUST,2022-03-07,2022-02-24,7,ML Probability-Weighted,-0.0039640857997377,-0.06267228078192799,-0.08253527997789101,0.9241713,2,high_risk,0.3991468914382835
ROBUST,2022-03-08,2022-02-24,8,ML Probability-Weighted,0.0072829450687221,-0.05582085549849025,-0.0758290438872039,0.9319175,2,high_risk,0.4047492906553422
ROBUST,2022-03-09,2022-02-24,9,ML Probability-Weighted,0.0192031828548683,-0.037514402211181186,-0.0579105243603838,0.9971494,2,high_risk,0.4031676549788071
ROBUST,2022-03-10,2022-02-24,10,ML Probability-Weighted,-0.0044982584751183,-0.041834188167723996,-0.062138769329476484,0.9911247,2,high_risk,0.3892136974167338
ROBUST,2022-03-11,2022-02-24,11,ML Probability-Weighted,0.003507938441682,-0.03846709916526381,-0.05884303262437973,0.9678922,2,high_risk,0.3905767979380755
ROBUST,2022-03-14,2022-02-24,12,ML Probability-Weighted,0.0044601708601587,-0.034168919958400434,-0.054635936534316976,0.9497262,2,high_risk,0.3956716414083588
ROBUST,2022-03-15,2022-02-24,13,ML Probability-Weighted,8.248152390670667e-05,-0.034089253453619905,-0.05455795824987608,0.90815,2,high_risk,0.3997460405510636
ROBUST,2022-03-16,2022-02-24,14,ML Probability-Weighted,0.0070941720834341,-0.02721255299260683,-0.04782698259026108,0.9218114,2,high_risk,0.4084432046228583
ROBUST,2022-03-17,2022-02-24,15,ML Probability-Weighted,0.0015264698905259,-0.025726488316934915,-0.046372409249852975,0.817623,2,high_risk,0.4055914588262349
ROBUST,2022-03-18,2022-02-24,16,ML Probability-Weighted,0.0002851616836392,-0.02544862322566266,-0.046100432423668125,0.61921614,2,high_risk,0.428526032897407
ROBUST,2022-03-21,2022-02-24,17,ML Probability-Weighted,-0.0015921134958435,-0.026998985121477692,-0.047617940455825236,0.32700324,1,medium_risk,0.471106679605529
ROBUST,2022-03-22,2022-02-24,18,ML Probability-Weighted,0.0061943061322127,-0.020953213619676725,-0.04170028546228177,0.24262227,1,medium_risk,0.5333490581778823
ROBUST,2022-03-23,2022-02-24,19,ML Probability-Weighted,-0.0104139931780324,-0.03109609456037432,-0.05162822766614372,0.24620718,1,medium_risk,0.5513619624848279
ROBUST,2022-03-24,2022-02-24,20,ML Probability-Weighted,-0.0015402415128087,-0.03258729188064391,-0.05308782488479857,0.077024356,1,medium_risk,0.549758185579958
