date,sample_split_main,sample_split_robust,ret_1d,ewma_vol,cvar_95_60d,regime,regime_block
2000-05-19,train,train,-0.0321658339369383,0.017765621523309,-0.0284337793593437,1,2
2000-05-22,train,train,-0.0209483693301743,0.0179724878711462,-0.0284337793593437,1,2
2000-05-23,train,train,0.005196459364742,0.0174714021319856,-0.0284337793593437,1,2
2000-05-24,train,train,-0.0036384895090604,0.0169625828005216,-0.0284337793593437,1,2
2000-05-25,train,train,0.0208780910834622,0.0172226346296389,-0.0284337793593437,1,2
2000-05-26,train,train,-0.0117633412304662,0.0169447504196769,-0.0284337793593437,1,2
2000-05-29,train,train,0.0116024263904139,0.0166725544133684,-0.0284337793593437,1,2
2000-05-30,train,train,0.0084499025451943,0.0162966155261797,-0.0284337793593437,1,2
2000-05-31,train,train,0.0037493637470546,0.0158268240864078,-0.0284337793593437,1,2
2000-06-01,train,train,0.0173441730731293,0.0159219433298141,-0.0284337793593437,1,2
2000-06-02,train,train,0.0241642583466343,0.0165327694449695,-0.0284337793593437,1,2
2000-06-05,train,train,-0.0123997638686867,0.0163143423474327,-0.0284337793593437,1,2
2000-06-06,train,train,-0.0203526063867867,0.0165843907171657,-0.0284337793593437,1,2
2000-06-07,train,train,-0.0087186018829815,0.0162203679261498,-0.0284337793593437,1,2
2000-06-08,train,train,0.0103032141574853,0.0159274507953592,-0.0284337793593437,1,2
2000-06-09,train,train,0.0067920104927062,0.0155315984979092,-0.0284337793593437,1,2
2000-06-12,train,train,-0.0075608356533465,0.0151719047232988,-0.0284337793593437,1,2
2000-06-13,train,train,0.0013613009347386,0.0147134863227917,-0.0284337793593437,1,2
2000-06-14,train,train,0.0068890669468122,0.0143647148801701,-0.0284337793593437,1,2
2000-06-15,train,train,-0.0004320692002735,0.0139275099210482,-0.0284337793593437,1,2
2000-06-16,train,train,-0.0140929885591098,0.0139374940443565,-0.0284337793593437,1,2
2000-06-19,train,train,-0.0120267806132202,0.0138302972830448,-0.0284337793593437,1,2
2000-06-20,train,train,-0.0030435536934753,0.0134296793970019,-0.0284337793593437,1,2
2000-06-21,train,train,-0.0202734399593147,0.0139354100567912,-0.0284337793593437,1,2
2000-06-22,train,train,0.0133482854740662,0.0139008819054653,-0.0284337793593437,1,2
2000-06-23,train,train,0.0040525611219657,0.0135139128968462,-0.0284337793593437,1,2
2000-06-26,train,train,-0.0042050546142896,0.0131426496694952,-0.0284337793593437,1,2
2000-06-27,train,train,0.0037398013588732,0.0127751576415795,-0.0284337793593437,1,2
2000-06-28,train,train,0.0052104720091649,0.012451558726307,-0.0284337793593437,1,2
2000-06-29,train,train,-0.0206980334534993,0.0130936378124005,-0.0284337793593437,1,2
2000-06-30,train,train,0.0205184504197189,0.0136534669058877,-0.0284337793593437,1,2
2000-07-03,train,train,0.0089755506162249,0.013418858355651,-0.0284337793593437,1,2
2000-07-04,train,train,0.0159999290198793,0.0135875559874966,-0.0284337793593437,1,2
2000-07-05,train,train,-0.0084512915520295,0.013335285403185,-0.0284337793593437,1,2
2000-07-06,train,train,-0.0016746388227362,0.0129355444991129,-0.0284337793593437,1,2
2000-07-07,train,train,0.0145222153806584,0.0130361918201963,-0.0284337793593437,1,2
2000-07-10,train,train,-0.0062414929859865,0.0127311874318236,-0.0284337793593437,1,2
2000-07-11,train,train,0.0042296500148144,0.0123867486360884,-0.0284337793593437,1,2
2000-07-12,train,train,0.0003585992616302,0.0120097196001008,-0.0277164377953657,1,2
2000-07-13,train,train,-0.0028075841142542,0.0116641465480412,-0.0277164377953657,1,2
2000-07-14,train,train,0.014132401287752,0.0118267773202176,-0.0277164377953657,1,2
2000-07-17,train,train,-0.0048651656929923,0.0115282475818447,-0.0277164377953657,1,2
2000-07-18,train,train,-0.0145076391910825,0.011728374075878,-0.0277164377953657,1,2
2000-07-19,train,train,0.0054708302484889,0.0114497716995742,-0.0277164377953657,1,2
2000-07-20,train,train,0.0124012019837459,0.0115090757358064,-0.0277164377953657,1,2
2000-07-21,train,train,-0.0097413712467071,0.0114107385239057,-0.0277164377953657,1,2
2000-07-24,train,train,-0.0044308889491455,0.0111162324127408,-0.0277164377953657,1,2
2000-07-25,train,train,-0.0108513054707882,0.0111005151004828,-0.0277164377953657,1,2
2000-07-26,train,train,0.0027215676256452,0.0107829757111264,-0.0277164377953657,1,2
2000-07-27,train,train,-0.0016581269261517,0.010462369443378,-0.0277164377953657,0,3
2000-07-28,train,train,-0.0155974380260548,0.0108392946396961,-0.0277164377953657,1,4
2000-07-31,train,train,-0.0026930566903335,0.0105297693730307,-0.0275123786006297,1,4
2000-08-01,train,train,0.0016508460511458,0.0102169955479749,-0.0275123786006297,0,5
2000-08-02,train,train,0.0090122672700662,0.010148745529696,-0.0272085187960721,0,5
2000-08-03,train,train,-0.0181543267713328,0.0107977770169675,-0.0272085187960721,1,6
2000-08-04,train,train,0.0123977668840993,0.0109004012137357,-0.0272085187960721,1,6
2000-08-07,train,train,0.0116763660797706,0.0109485100955754,-0.0272085187960721,1,6
2000-08-08,train,train,0.0148227373339102,0.0112187563231557,-0.0272085187960721,1,6
2000-08-09,train,train,0.0077271508251531,0.011040443624444,-0.0246040789068706,1,6
2000-08-10,train,train,0.014386505691888,0.0112692592684887,-0.0246040789068706,1,6
2000-08-11,train,train,-0.0014411057067657,0.0109316530923862,-0.0206663363901534,1,6
2000-08-14,train,train,0.010401267126268,0.0109005577124411,-0.0204413599332002,1,6
2000-08-15,train,train,-0.0002408030497092,0.0105686474111992,-0.0204413599332002,1,6
2000-08-16,train,train,0.0119554731936014,0.0106569474979043,-0.0204413599332002,1,6
2000-08-17,train,train,-0.0166417499247686,0.0111073475055125,-0.0204413599332002,1,6
2000-08-18,train,train,-0.0081004101100629,0.0109502409621339,-0.0204413599332002,1,6
2000-08-21,train,train,0.0025271056201849,0.0106346831767571,-0.0204413599332002,1,6
2000-08-22,train,train,-0.0144272393057106,0.0108995142613263,-0.0204413599332002,1,6
2000-08-23,train,train,-0.0125618938128135,0.0110063398564077,-0.0204413599332002,1,6
2000-08-24,train,train,-0.0072497162717087,0.0108177931748523,-0.0204413599332002,1,6
2000-08-25,train,train,0.0091186881464824,0.0107234415480393,-0.0204413599332002,1,6
2000-08-28,train,train,0.0082115075666406,0.0105895419214989,-0.0204413599332002,1,6
2000-08-29,train,train,-0.0061523230936863,0.0103769532613237,-0.0197086000613822,1,6
2000-08-30,train,train,0.0026715596346673,0.0100820892329581,-0.0197086000613822,1,6
2000-08-31,train,train,0.0013882867673648,0.0097808615322045,-0.0197086000613822,0,7
2000-09-01,train,train,0.0258823170242553,0.0114069714318074,-0.0197086000613822,1,8
2000-09-04,train,train,0.0067986447853723,0.0111841473374758,-0.0197086000613822,1,8
2000-09-05,train,train,-0.0051795047770253,0.0109174025642777,-0.0197086000613822,1,8
2000-09-06,train,train,0.0044857193576832,0.0106416915344705,-0.0197086000613822,1,8
2000-09-07,train,train,0.0039074731827738,0.0103618031052698,-0.0197086000613822,1,8
2000-09-08,train,train,-0.0160105256414364,0.0107844870835725,-0.0197086000613822,1,8
2000-09-11,train,train,0.0113286098084874,0.0108179062654459,-0.0197086000613822,1,8
2000-09-12,train,train,0.0072754771964772,0.0106386758723106,-0.0197086000613822,1,8
2000-09-13,train,train,-0.0088171931820655,0.0105382689562238,-0.0184980367165335,1,8
2000-09-14,train,train,0.0211002185550738,0.0114501073891209,-0.0184980367165335,1,8
2000-09-15,train,train,0.0010037236463886,0.0111040132086807,-0.0184980367165335,1,8
2000-09-18,train,train,-0.0242824933323179,0.0122995744529754,-0.0210449511857166,1,8
2000-09-19,train,train,-0.0110184418750875,0.0122264926901426,-0.0210449511857166,1,8
2000-09-20,train,train,-0.0149501443706183,0.0124067846396285,-0.0210449511857166,1,8
2000-09-21,train,train,-0.0090211036329225,0.0122301032470634,-0.0196928566761397,1,8
2000-09-22,train,train,0.020703554919523,0.0128964774681361,-0.0196928566761397,1,8
2000-09-25,train,train,0.0116907272384271,0.0128273290057896,-0.0196928566761397,1,8
2000-09-26,train,train,-0.0183679524664195,0.0132253864943874,-0.0202682575233567,1,8
2000-09-27,train,train,0.0001459925320014,0.0128225378096355,-0.0202682575233567,1,8
2000-09-28,train,train,0.0059597974791294,0.0125173311247364,-0.0202682575233567,1,8
2000-09-29,train,train,-0.0066535856867051,0.0122449489964857,-0.0202682575233567,1,8
2000-10-02,train,train,0.0183241620060224,0.0126920819475893,-0.0202682575233567,1,8
2000-10-03,train,train,0.0105871401311065,0.0125757250162288,-0.0202682575233567,1,8
2000-10-04,train,train,-0.0099776140417339,0.0124351556090273,-0.0202682575233567,1,8
2000-10-05,train,train,0.0069653785255741,0.0121764567588339,-0.0202682575233567,1,8
2000-10-06,train,train,-0.0077990949647013,0.011959083835473,-0.0202682575233567,1,8
2000-10-09,train,train,-0.0283071672266208,0.0135098574380558,-0.0236525376751194,1,8
2000-10-10,train,train,0.0102711383660975,0.0133377303210452,-0.0236525376751194,1,8
2000-10-11,train,train,-0.0307868134976951,0.0149696700107392,-0.0277921580188779,1,8
2000-10-13,train,train,-0.0222156276024344,0.0155002453400842,-0.0277921580188779,1,8
2000-10-16,train,train,0.0066984765958622,0.0151173517716878,-0.0277921580188779,1,8
2000-10-17,train,train,-0.0076618316443774,0.0147764841881424,-0.0277921580188779,1,8
2000-10-18,train,train,-0.0312582162967225,0.0162440260104396,-0.0301173990070128,1,8
2000-10-19,train,train,0.0304771613074225,0.017428933411075,-0.0301173990070128,1,8
2000-10-20,train,train,0.0073327177088577,0.0169931686744024,-0.0301173990070128,1,8
2000-10-23,train,train,-0.0109466841619863,0.0166922589348904,-0.0301173990070128,1,8
2000-10-24,train,train,0.0321029180091252,0.0179930391688147,-0.0301173990070128,2,9
2000-10-25,train,train,-0.014114474212283,0.0177841950606717,-0.0301173990070128,1,10
2000-10-26,train,train,-0.0184919830262602,0.0178274547957152,-0.0301173990070128,1,10
2000-10-27,train,train,0.0068531833518986,0.0173656852196208,-0.0301173990070128,1,10
2000-10-30,train,train,-0.0085399236455935,0.0169661079658976,-0.0301173990070128,1,10
2000-10-31,train,train,0.0053990246740328,0.0165023288776376,-0.0301173990070128,1,10
2000-11-02,train,train,0.0137903337262984,0.0163522978550273,-0.0301173990070128,1,10
2000-11-03,train,train,0.0033919975722414,0.0158758976213304,-0.0301173990070128,1,10
2000-11-06,train,train,0.0064103875629296,0.0154721382455175,-0.0301173990070128,1,10
2000-11-07,train,train,-0.0034837888841104,0.0150250472636343,-0.0301173990070128,1,10
2000-11-08,train,train,-0.0080903779677637,0.0147015024911624,-0.0301173990070128,1,10
2000-11-09,train,train,-0.0207021789031549,0.0151288115081155,-0.0301173990070128,1,10
2000-11-10,train,train,-0.0283835845560355,0.0162322442602426,-0.030142871450151,1,10
2000-11-13,train,train,-0.0089221479056543,0.0158887662169141,-0.030142871450151,1,10
2000-11-14,train,train,0.0374322447338104,0.0179269655862535,-0.030142871450151,1,10
2000-11-15,train,train,0.00187660312997,0.0173869154188234,-0.030142871450151,1,10
2000-11-16,train,train,-0.0155465333936038,0.0172820201408269,-0.030142871450151,1,10
2000-11-17,train,train,-0.0289691280085582,0.0181961740372432,-0.0303380526009919,1,10
2000-11-20,train,train,-0.0306501553939478,0.0191729138671829,-0.0308983950627884,2,11
2000-11-21,train,train,0.004732867882218,0.0186249453930029,-0.0308983950627884,2,11
2000-11-22,train,train,-0.0362441553709368,0.0201219681778885,-0.0327630617217848,2,11
2000-11-23,train,train,0.0088555551227694,0.0196291935275697,-0.0327630617217848,2,11
2000-11-24,train,train,0.0324103513874591,0.0206206880790562,-0.0327630617217848,2,11
2000-11-27,train,train,-0.0104669917833007,0.0201562269599746,-0.0327630617217848,2,11
2000-11-28,train,train,-0.0194610956620674,0.0201151965142868,-0.0327630617217848,2,11
2000-11-29,train,train,0.0126678656580478,0.019747717644824,-0.0327630617217848,2,11
2000-11-30,train,train,-0.0281211440637724,0.02034752898158,-0.0327630617217848,2,11
2000-12-01,train,train,0.0134637360575108,0.0200014237201866,-0.0327630617217848,2,11
2000-12-04,train,train,-0.0293689877519879,0.0206834663506619,-0.0327630617217848,2,11
2000-12-05,train,train,0.0423155631142565,0.0225737424093308,-0.0327630617217848,2,11
2000-12-07,train,train,0.0038189169677936,0.0219060371402375,-0.0327630617217848,2,11
2000-12-11,train,train,0.0301598256411029,0.0224868606159286,-0.0327630617217848,2,11
2000-12-12,train,train,-0.003541130798239,0.0218190683297524,-0.0327630617217848,2,11
2000-12-13,train,train,-0.0037595209613581,0.0211744062037931,-0.0327630617217848,2,11
2000-12-14,train,train,-0.0206504578233083,0.021143335448717,-0.0327630617217848,2,11
2000-12-15,train,train,-0.0388395173941289,0.0225993071253896,-0.0354472963539293,2,11
2000-12-18,train,train,-0.0113025878473565,0.0220850599074953,-0.0354472963539293,2,11
2000-12-19,train,train,0.0221438046181155,0.022088588995871,-0.0354472963539293,2,11
2000-12-20,train,train,-0.0431859536500418,0.0238858329048542,-0.0394232088050358,2,11
2000-12-21,train,train,0.0112069478317859,0.0233203081782244,-0.0394232088050358,2,11
2000-12-22,train,train,0.0083096679839,0.0227013127822132,-0.0394232088050358,2,11
2000-12-27,train,train,0.0043604361429459,0.0220356399978564,-0.0394232088050358,2,11
2000-12-28,train,train,-0.0003195304113625,0.0213644890013603,-0.0394232088050358,2,11
2000-12-29,train,train,0.0037612887033165,0.0207341202956497,-0.0394232088050358,1,12
2001-01-02,train,train,-0.003254498527211,0.0201182759054603,-0.0394232088050358,1,12
2001-01-03,train,train,0.0132050140602081,0.0197717644044113,-0.0394232088050358,1,12
2001-01-04,train,train,0.0421701056305199,0.0217753616763783,-0.0394232088050358,2,13
2001-01-05,train,train,0.0004375526886646,0.0211122684880186,-0.0394232088050358,2,13
2001-01-08,train,train,0.0023094149460927,0.0204769189994776,-0.0394232088050358,1,14
2001-01-09,train,train,-0.0043529334951487,0.0198817212738054,-0.0394232088050358,1,14
2001-01-10,train,train,0.0004173714200501,0.0192763150600644,-0.0394232088050358,1,14
2001-01-11,train,train,0.0118224421927073,0.0189121112338408,-0.0394232088050358,1,14
2001-01-12,train,train,0.019439160402887,0.0189441476892482,-0.0394232088050358,1,14
2001-01-15,train,train,0.000181962213674,0.018367086714734,-0.0394232088050358,1,14
2001-01-16,train,train,-0.017293825128251,0.0183044657167959,-0.0394232088050358,1,14
2001-01-17,train,train,0.0301605247527296,0.019223155112216,-0.0394232088050358,1,14
2001-01-18,train,train,0.0050470963176116,0.018678498381684,-0.0394232088050358,1,14
2001-01-19,train,train,-0.0115149770324045,0.0183278150757341,-0.0394232088050358,1,14
2001-01-22,train,train,0.0063781156083788,0.0178380239557558,-0.0394232088050358,1,14
2001-01-23,train,train,0.0080718018896787,0.0174072580227939,-0.0394232088050358,1,14
2001-01-24,train,train,0.0015630543919885,0.0168813051125123,-0.0394232088050358,1,14
2001-01-25,train,train,0.0015605186811815,0.0163714955846095,-0.0394232088050358,1,14
2001-01-26,train,train,-0.0041439333523276,0.0159051767243872,-0.0394232088050358,1,14
2001-01-29,train,train,-0.0139921799149709,0.0157969311501419,-0.0394232088050358,1,14
2001-01-30,train,train,0.0086360443363609,0.0154610907585254,-0.0394232088050358,1,14
2001-01-31,train,train,0.0079197604588449,0.015115090609728,-0.0394232088050358,1,14
2001-02-01,train,train,0.0006916380066701,0.0146556032997556,-0.0394232088050358,0,15
2001-02-02,train,train,-0.0274908337115406,0.0157240027309954,-0.0394232088050358,1,16
2001-02-05,train,train,-0.0001827659997853,0.0152450519964981,-0.0394232088050358,1,16
2001-02-06,train,train,0.0089073405808949,0.0149407950500239,-0.0394232088050358,1,16
2001-02-07,train,train,-0.0054603514537246,0.0145472554663449,-0.0394232088050358,1,16
2001-02-08,train,train,0.014079547896849,0.0145196178753332,-0.0394232088050358,1,16
2001-02-09,train,train,-0.0084682232703576,0.0142292934951933,-0.0394232088050358,1,16
2001-02-12,train,train,0.0159941464155457,0.0143413105727379,-0.0394232088050358,1,16
2001-02-13,train,train,-0.0041983561274899,0.0139423946744272,-0.0394232088050358,1,16
2001-02-14,train,train,-0.0297288241277973,0.0153543194620711,-0.0394232088050358,1,16
2001-02-15,train,train,0.0107618582074236,0.0151181637145302,-0.0394232088050358,1,16
2001-02-16,train,train,-0.0077131547061357,0.0147788669046251,-0.0394232088050358,1,16
2001-02-19,train,train,0.007307610507498,0.0144400167190105,-0.0394232088050358,1,16
2001-02-20,train,train,-0.0185044516079055,0.0147155741183667,-0.0394232088050358,1,16
2001-02-21,train,train,-0.0091737598423763,0.0144431543131648,-0.0372514317239893,1,16
2001-02-22,train,train,-0.0182321498317588,0.0146980645451134,-0.0372514317239893,1,16
2001-02-23,train,train,-0.0078876614539347,0.0143806824414801,-0.0372514317239893,1,16
2001-02-26,train,train,0.0139845350841216,0.0143572218456383,-0.0372514317239893,1,16
2001-02-27,train,train,0.0081658106981352,0.0140628182751128,-0.0372514317239893,1,16
2001-02-28,train,train,-0.000282559632287,0.0136345838500948,-0.0372514317239893,1,16
2001-03-01,train,train,-0.0068602604700929,0.0133255977195171,-0.0372514317239893,1,16
2001-03-02,train,train,0.0088997667930455,0.0131022750789965,-0.0372514317239893,1,16
2001-03-05,train,train,0.0121710145247196,0.0130482738775903,-0.0372514317239893,1,16
2001-03-06,train,train,0.0208381521608575,0.0136416904833042,-0.0372514317239893,1,16
2001-03-07,train,train,0.0031490913907068,0.0132485841765435,-0.0372514317239893,1,16
2001-03-08,train,train,-0.0126868048795377,0.0132155508702841,-0.0372514317239893,1,16
2001-03-09,train,train,-0.0073343623745032,0.0129382885268182,-0.0372514317239893,1,16
2001-03-12,train,train,-0.0241201249900874,0.0138658637370793,-0.0372514317239893,1,16
2001-03-13,train,train,0.0016942923617051,0.0134498581457631,-0.0372514317239893,1,16
2001-03-14,train,train,-0.0124738322504982,0.0133933025260201,-0.0334685371631265,1,16
2001-03-15,train,train,0.0088292022392728,0.0131641561875878,-0.0334685371631265,1,16
2001-03-16,train,train,-0.0198553919529408,0.013658385813105,-0.0334685371631265,1,16
2001-03-19,train,train,-0.0041744961450593,0.0132817166782896,-0.0271132609431417,1,16
2001-03-20,train,train,-0.0037469879194257,0.0129097696786238,-0.0271132609431417,1,16
2001-03-21,train,train,-0.0349882224912326,0.0151694748344024,-0.0307359601101901,1,16
2001-03-22,train,train,-0.0422284889464973,0.0179805702209006,-0.0356485118551757,2,17
2001-03-23,train,train,0.0321438883338719,0.019128424518863,-0.0356485118551757,2,17
2001-03-26,train,train,0.0283002045028049,0.0197989121315653,-0.0356485118551757,2,17
2001-03-27,train,train,0.0218158823884378,0.0199256886897544,-0.0356485118551757,2,17
2001-03-28,train,train,-0.0108430155875164,0.0195003934523695,-0.0356485118551757,2,17
2001-03-29,train,train,0.0064613333026927,0.018972463039687,-0.0356485118551757,2,17
2001-03-30,train,train,0.0092278060803324,0.0185328421152322,-0.0356485118551757,2,17
2001-04-02,train,train,0.001717422264188,0.017973180993081,-0.0356485118551757,1,18
2001-04-03,train,train,-0.0340889946758396,0.0193229577029504,-0.0371019020378564,2,19
2001-04-04,train,train,0.0176641202117434,0.0192274637250446,-0.0371019020378564,2,19
2001-04-05,train,train,0.0181286877042411,0.0191633138755463,-0.0371019020378564,2,19
2001-04-06,train,train,-0.0012641353110139,0.0185821022776277,-0.0371019020378564,2,19
2001-04-09,train,train,0.0133215049490433,0.0183091398814714,-0.0371019020378564,1,20
2001-04-10,train,train,0.0155655332057403,0.0181562186714654,-0.0371019020378564,1,20
2001-04-11,train,train,0.0012594492746374,0.0176058101945871,-0.0371019020378564,1,20
2001-04-12,train,train,0.0036235301676669,0.0170925269548981,-0.0371019020378564,1,20
2001-04-17,train,train,-0.0127561591090426,0.0168638188069783,-0.0371019020378564,1,20
2001-04-18,train,train,0.0280804902006207,0.0177379795203329,-0.0371019020378564,1,20
2001-04-19,train,train,2.043249206852316e-05,0.017197609934672,-0.0371019020378564,1,20
2001-04-20,train,train,-0.0258989692494157,0.0178397790543535,-0.0371019020378564,1,20
2001-04-23,train,train,-0.0295606760996288,0.0187507937963621,-0.0371019020378564,1,20
2001-04-24,train,train,0.0159996724352742,0.01859720686007,-0.0371019020378564,1,20
2001-04-25,train,train,-0.0072991931035791,0.0181190902093417,-0.0371019020378564,1,20
2001-04-26,train,train,0.0183853239105733,0.01813517444998,-0.0371019020378564,1,20
2001-04-27,train,train,0.011556287138464,0.0178091084992184,-0.0371019020378564,1,20
2001-04-30,train,train,0.0130341221666833,0.0175592649403122,-0.0371019020378564,1,20
2001-05-02,train,train,-0.0131482600954997,0.0173263014732449,-0.0371019020378564,1,20
2001-05-03,train,train,-0.0142495830008823,0.0171572642434394,-0.0371019020378564,1,20
2001-05-04,train,train,0.0047794507696379,0.0166757309380913,-0.0371019020378564,1,20
2001-05-07,train,train,0.0048610057636871,0.0162115071724536,-0.0371019020378564,1,20
2001-05-08,train,train,0.0071491091517813,0.015814890850531,-0.0371019020378564,1,20
2001-05-09,train,train,-0.0003831961120476,0.0153333928604524,-0.0371019020378564,1,20
2001-05-10,train,train,0.0130894679465132,0.0152080968790826,-0.0371019020378564,1,20
2001-05-11,train,train,-0.0099661872188321,0.0149455187699657,-0.0371019020378564,1,20
2001-05-14,train,train,-0.0085344187167162,0.014640238986954,-0.0371019020378564,1,20
2001-05-15,train,train,0.0067877956298683,0.0142912858732233,-0.0371019020378564,1,20
2001-05-16,train,train,-0.0082573508707727,0.0140027651340641,-0.0371019020378564,1,20
2001-05-17,train,train,0.007626217929855,0.0137040992958529,-0.0371019020378564,1,20
2001-05-18,train,train,0.0069005742305965,0.0133937027271281,-0.0371019020378564,0,21
2001-05-21,train,train,-0.0051735343943639,0.0130473646329785,-0.0371019020378564,0,21
2001-05-22,train,train,-0.0053146552756171,0.0127166990243483,-0.0371019020378564,0,21
2001-05-23,train,train,0.0005918351666444,0.0123301493974395,-0.0371019020378564,0,21
2001-05-24,train,train,-0.0017039436055074,0.0119618073275752,-0.0371019020378564,0,21
2001-05-25,train,train,-0.0154892328228481,0.0122022426002737,-0.0371019020378564,0,21
2001-05-28,train,train,0.0081203031718444,0.0119965578572997,-0.0371019020378564,0,21
2001-05-29,train,train,-0.0061367384583921,0.0117278271616071,-0.0371019020378564,0,21
2001-05-30,train,train,-0.0049981191519102,0.0114362706263877,-0.0371019020378564,0,21
2001-05-31,train,train,0.0064200790193328,0.01119884072422,-0.0371019020378564,0,21
2001-06-01,train,train,-0.0107196127279447,0.0111706668276647,-0.0371019020378564,0,21
2001-06-04,train,train,0.017098737124803,0.0116120100847353,-0.0371019020378564,0,21
2001-06-05,train,train,0.0042059463224487,0.0113053018793641,-0.0371019020378564,0,21
2001-06-06,train,train,-0.0074323804263313,0.0111110609878914,-0.0371019020378564,0,21
2001-06-07,train,train,-0.0014595518935391,0.0107785042192245,-0.0371019020378564,0,21
2001-06-08,train,train,0.009464578186089,0.0107042177867439,-0.0371019020378564,0,21
2001-06-11,train,train,-5.2045166677768295e-05,0.0103781320208622,-0.0371019020378564,0,21
2001-06-12,train,train,-0.0170915590270044,0.01089819114286,-0.0371019020378564,0,21
2001-06-13,train,train,0.0082778086717432,0.0107589805725028,-0.0371019020378564,0,21
2001-06-14,train,train,-0.0048318634101112,0.0104981492379734,-0.0371019020378564,0,21
2001-06-15,train,train,-0.0120278018006262,0.0105961573292729,-0.0371019020378564,0,21
2001-06-18,train,train,-0.0374974819902807,0.0137806206853896,-0.0379383218708725,1,22
2001-06-19,train,train,0.0032325117291144,0.013384249101494,-0.033715717588583,1,22
2001-06-20,train,train,-0.0029221152359756,0.0129962364558872,-0.033715717588583,1,22
2001-06-21,train,train,-0.0112137462017455,0.0128962366033243,-0.033715717588583,1,22
2001-06-22,train,train,0.0004818765853348,0.0125039224133788,-0.033715717588583,1,22
2001-06-25,train,train,0.0043712468266968,0.0121701955245511,-0.033715717588583,1,22
2001-06-26,train,train,-0.0193281659482368,0.0127138318179379,-0.033715717588583,1,22
2001-06-27,train,train,-0.0005802621385575,0.0123273367186139,-0.033715717588583,1,22
2001-06-28,train,train,0.0077423629647167,0.0121013258693536,-0.033715717588583,1,22
2001-06-29,train,train,0.0025374594298343,0.011749122714058,-0.0309857091131084,1,22
2001-07-02,train,train,0.0217146299307946,0.0125718288510016,-0.0309857091131084,1,22
2001-07-03,train,train,-0.0063462908110135,0.0122875690127388,-0.0309857091131084,1,22
2001-07-04,train,train,-0.0146252813645868,0.0124402259789704,-0.0309857091131084,1,22
2001-07-05,train,train,-0.0110228801497453,0.0123597695072003,-0.0309857091131084,1,22
2001-07-06,train,train,-0.0330519121561633,0.0144618049345708,-0.0333700234153576,1,22
