date,ret_1d,ret_20d,ret_60d,vol_20d,vol_60d,downside_vol_20d,downside_vol_60d,var_95_60d,cvar_95_60d,drawdown,skew_60d,sample_split_main,sample_split_robust
2002-03-27,0.29195252774102975,0.11394737031772523,-0.2482250850441064,-0.4489342312222405,0.11589356118603715,-0.36879509042560676,0.14291515386442374,-0.029133643255950647,0.1203413489888504,1.492175012616689,0.14123360800495896,train,train
2002-03-28,0.7632480011238704,0.2268294095947849,-0.3430260002943621,-0.41125050337300684,0.08479993666143071,-0.36879509042560676,0.14291515386442374,-0.029133643255950647,0.1203413489888504,1.554414357833946,0.110416858118068,train,train
2002-04-02,-0.3949983087414077,-0.05500256732376273,-0.2948710641145582,-0.44616385830587973,0.0773963579839376,-0.34767287523010565,0.12941850342030384,-0.029133643255950647,0.1203413489888504,1.5221064105501219,0.09056487443935644,train,train
2002-04-03,0.2825210732704709,-0.28856015203728846,0.07741421488015919,-0.5842281562357824,-0.03647457693758092,-0.34767287523010565,-0.075150257905093,0.05079712450616059,0.41374024448561963,1.5451832316861538,0.319526478600709,train,train
2002-04-04,-0.5943698136592171,-0.2786114424542219,-0.017794323360667132,-0.5884911987994409,-0.028810686404210025,-0.35462340361081035,-0.06130258417744888,0.05079712450616059,0.41374024448561963,1.4967226364050141,0.36917542180994856,train,train
2002-04-05,0.04522756031506831,-0.2937956830122648,0.13202580445693168,-0.590110273666734,-0.05151092122252631,-0.35462340361081035,-0.10177236500037938,0.05079712450616059,0.41374024448561963,1.5003877123032128,0.3216066291677086,train,train
2002-04-08,-1.640666670514809,-0.8021081284645001,0.057595305342951826,-0.4237889251909256,-0.01959423165012246,-0.03549421349060716,-0.044865054707384514,-0.029133643255950647,0.33691205825200043,1.3687140858211446,0.2444160985146786,train,train
2002-04-09,0.5321481058165691,-0.6518892737979632,0.07500441970334566,-0.38667737262350604,-0.01712144921415949,-0.036592270502978225,-0.044865054707384514,-0.029133643255950647,0.33691205825200043,1.4110667736238685,0.2363404689114608,train,train
2002-04-10,0.5052767372817217,-0.4317442748682025,0.37062555794654406,-0.36426322623584845,-0.06876069886870757,-0.055725669107826656,-0.14436473616340817,0.05079712450616059,0.3955492599167368,1.4515870891830678,0.2203719816065592,train,train
2002-04-11,-1.0799758076081298,-0.5077366701218149,0.0353323896653386,-0.3242743464427444,-0.07724588883405845,0.006193820428556031,-0.09725471656538388,0.05079712450616059,0.3955492599167368,1.365320435654081,0.29869335736672326,train,train
2002-04-12,0.47976613417152325,-0.34108119624589006,0.2808604529617052,-0.301482813985562,-0.10882759780224384,0.0010424301170127873,-0.16101506724890222,0.05079712450616059,0.3955492599167368,1.4034648646851862,0.23498921382858717,train,train
2002-04-15,0.757944979597739,-0.26829261975536356,0.17566844632107131,-0.27146158114392555,-0.14639064439318092,0.0010424301170127873,-0.16101506724890222,0.05079712450616059,0.3955492599167368,1.4642791419611962,0.18084548977184672,train,train
