date,sample_split_main,ret_1d,regime,regime_t_plus_1,regime_pred,proba_0,proba_1,proba_2,target_exposure_ml_hard,target_exposure_ml_proba,strategy_exposure_ml_hard,strategy_exposure_ml_proba,benchmark_return,ml_hard_return,ml_proba_return,benchmark_cum,ml_hard_cum,ml_proba_cum,benchmark_drawdown,ml_hard_drawdown,ml_proba_drawdown
2023-11-27,test,-0.0002918617468684,0,0,0,0.9903081,0.00017228407,0.009519637,1.0,0.9974908987675001,1.0,0.9968843780725,-0.0002918617468684,-0.0002918617468684,-0.00029095241601005835,1.2268000999809332,1.144432086849042,1.1315131831581176,-0.00029181915937204206,-0.00029181915937204206,-0.0002909100934606057
2023-11-28,test,0.006750524017366,0,0,0,0.9900359,0.0002104454,0.009753679,1.0,0.9974037706,1.0,0.9974908987675001,0.006750524017366,0.006750524017366,0.006733586269234006,1.235109658903671,1.1521837375530906,1.1391580345393042,0.0,0.0,0.0
2023-11-29,test,0.0059004675076431,0,0,0,0.98598427,0.00022411988,0.013791676,1.0,0.99638405697,1.0,0.9974037706,0.0059004675076431,0.0059004675076431,0.005885148540426012,1.242418926155055,1.1590022567021911,1.1458819148941424,0.0,0.0,0.0
2023-11-30,test,-0.0004373001247777,0,0,0,0.99025226,0.00017103498,0.009576773,1.0,0.9974775984950001,1.0,0.99638405697,-0.0004373001247777,-0.0004373001247777,-0.00043571887243949194,1.2418757349810614,1.1584955356733773,1.1453827412758164,-0.00043720452301421187,-0.00043720452301421187,-0.00043562396075691456
2023-12-01,test,0.0081786296151646,0,0,0,0.98975986,0.00020111575,0.010039005,1.0,0.9973393926875,1.0,0.9974775984950001,0.0081786296151646,0.0081786296151646,0.008157999827514471,1.2520742246322747,1.1680092932891681,1.1547649916453766,0.0,0.0,0.0
2023-12-04,test,0.0036911126277134,0,0,0,0.9925546,0.00020017328,0.0072452277,1.0,0.998038564095,1.0,0.9973393926875,0.0036911126277134,0.0036911126277134,0.0036812920264648447,1.256704311442785,1.1723285136013664,1.159023853048182,0.0,0.0,0.0
2023-12-05,test,0.0058874116738824,0,0,0,0.99212897,0.00021317851,0.007657853,1.0,0.9979256543775,1.0,0.998038564095,0.0058874116738824,0.0058874116738824,0.005875863893237731,1.2641248695828695,1.1792508515095337,1.165854166802882,0.0,0.0,0.0
2023-12-06,test,0.0019222037728879,0,0,0,0.9921823,0.00018824755,0.007629427,1.0,0.9979514321375,1.0,0.9979256543775,0.0019222037728879,0.0019222037728879,0.0019182164579060572,1.2665571120605157,1.1815197919297853,1.1680926737371904,0.0,0.0,0.0
2023-12-07,test,-0.0109880601843818,0,0,0,0.9843603,0.00019950724,0.015440239,1.0,0.99599035606,1.0,0.9979514321375,-0.0109880601843818,-0.0109880601843818,-0.01096555039741686,1.2527162874517008,1.1686082476683985,1.1553538663179441,-0.010927911956767344,-0.010927911956767344,-0.010905647904193905
2023-12-08,test,0.0075997095315253,0,0,0,0.9888053,0.0002033437,0.010991398,1.0,0.997099684425,1.0,0.99599035606,0.0075997095315253,0.0075997095315253,0.007569237402256459,1.2622728348586651,1.1775231633846541,1.1641321947299754,-0.003382616670858707,-0.003382616670858707,-0.0033905520480184137
2023-12-11,test,-0.0024876260430595,0,0,0,0.99184424,0.00015916301,0.007996616,1.0,0.9978814927525,1.0,0.997099684425,-0.0024876260430595,-0.0024876260430595,-0.002480411142502039,1.2591366744956087,1.1745975665013138,1.16124824643018,-0.005858746908645074,-0.005858746908645074,-0.005859489971041687
2023-12-12,test,-0.0078064062210341,0,0,0,0.98847187,0.00026716443,0.011260971,1.0,0.9969843893575,1.0,0.9978814927525,-0.0078064062210341,-0.0078064062210341,-0.00778986829287791,1.249345608368685,1.1654638777770574,1.1522374176859662,-0.013589204567198698,-0.013589204567198698,-0.013573628537962623
2023-12-13,test,-0.0022360444399722,0,0,0,0.9895962,0.00024303734,0.01016081,1.0,0.9972775668350001,1.0,0.9969843893575,-0.0022360444399722,-0.0022360444399722,-0.002229301400561917,1.246555137039111,1.1628607601810885,1.149671594256454,-0.01579239880376504,-0.01579239880376515,-0.01577022088649882
2023-12-14,test,0.007460201629428,0,0,0,0.99058974,0.00023817051,0.009172105,1.0,0.9975283613775,1.0,0.9972775668350001,0.007460201629428,0.007460201629428,0.007439891729094459,1.2558894643942065,1.171568375818298,1.1582569238016558,-0.00842255557584326,-0.00842255557584315,-0.008420350676514476
2023-12-15,test,-0.0075097269313538,0,0,0,0.98545086,0.00032739056,0.0142217465,1.0,0.996199017515,1.0,0.9975283613775,-0.0075097269313538,-0.0075097269313538,-0.007491165600225838,1.2464934025483043,1.162803170576926,1.1496126476545097,-0.015841140775381568,-0.01584114077538168,-0.015820684863603995
2023-12-18,test,-0.0040395299464994,0,0,0,0.9876094,0.00034643014,0.012044178,1.0,0.996729141035,1.0,0.996199017515,-0.0040395299464994,-0.0040395299464994,-0.0040241757639251224,1.2414683114567722,1.1581154667818432,1.1449957002344375,-0.019808661105638947,-0.019808661105638947,-0.019773237194320004
2023-12-19,test,0.0051384728551759,0,0,0,0.98594254,0.0003230574,0.0137344645,1.0,0.9963241527250001,1.0,0.996729141035,0.0051384728551759,0.0051384728551759,0.005121665635171139,1.2478639805893217,1.1640817272771542,1.1508750284895473,-0.014759011885996043,-0.014759011885995932,-0.014739965102732011
2023-12-20,test,-0.000564160731661,0,0,0,0.9832539,0.00034383975,0.016402261,1.0,0.9956415556875,1.0,0.9963241527250001,-0.000564160731661,-0.000564160731661,-0.000562086962972862,1.2471601832790888,1.1634251832937608,1.1502283184107012,-0.015314689402257331,-0.015314689402257442,-0.015293611310251642
2023-12-21,test,0.0003266276421268,0,0,0,0.98628575,0.0003449738,0.013369252,1.0,0.9963989324499999,1.0,0.9956415556875,0.0003266276421268,0.0003266276421268,0.00032520405373766715,1.247567606803378,1.163805252185295,1.150602438151903,-0.014993011429420888,-0.014993011429420888,-0.014973328725133683
2023-12-22,test,0.0007519302561493,0,0,0,0.98417944,0.00036807058,0.015452476,1.0,0.995860814645,1.0,0.9963989324499999,0.0007519302561493,0.0007519302561493,0.0007492225045040175,1.2485060434087478,1.1646806816563846,1.1514648184093117,-0.014252076341351283,-0.014252076341351172,-0.014235048041761678
2023-12-27,test,0.0009785076142093,0,0,0,0.9815124,0.00037995988,0.018107554,1.0,0.99518805547,1.0,0.995860814645,0.0009785076142093,0.0009785076142093,0.0009744573898228088,1.249728313981616,1.1658208883309875,1.1525874186849667,-0.01328704242284151,-0.0132870424228414,-0.0132739939226022
2023-12-28,test,-0.0035233220706839,0,0,0,0.98732764,0.00034075795,0.012331559,1.0,0.9966614987375,1.0,0.99518805547,-0.0035233220706839,-0.0035233220706839,-0.003506368040318444,1.2453328664662424,1.1617205535064854,1.1485531000327758,-0.016757432722275256,-0.016757432722275145,-0.01672775982910657
2023-12-29,test,0.0015751120702083,0,0,0,0.984035,0.00036873098,0.015596266,1.0,0.995824382245,1.0,0.9966614987375,0.0015751120702083,0.0015751120702083,0.0015698535565733306,1.2472959509287922,1.16355183543104,1.1503575762128648,-0.015207495144366812,-0.0152074951443667,-0.015182954163717177
2024-01-02,test,0.0078879539621563,0,0,0,0.9853029,0.00039111986,0.014305903,1.0,0.9961301072150001,1.0,0.995824382245,0.0078879539621563,0.0078879539621563,0.007855016881541298,1.257173469457881,1.172766172097063,1.159429236772865,-0.007408779685717182,-0.007408779685717293,-0.007416737694799225
2024-01-03,test,-0.0127203137168069,0,0,0,0.96155185,0.0005131688,0.037935045,1.0,0.9901314259499999,1.0,0.9961301072150001,-0.0127203137168069,-0.0127203137168069,-0.012671087466531294,1.2412831079843512,1.1579426979693546,1.1448306925415714,-0.019954887020489087,-0.019954887020489198,-0.019914499695640298
2024-01-04,test,0.0127498534796316,0,0,0,0.9694119,0.00062639103,0.029961677,1.0,0.9920397555075,1.0,0.9901314259499999,0.0127498534796316,0.0127498534796316,0.012624030606441204,1.257210606612507,1.1728008158433172,1.1593746789571555,-0.007379458343416578,-0.007379458343416578,-0.0074634444475562
2024-01-05,test,-0.0017595206050566,0,0,0,0.96630025,0.0004442425,0.033255544,1.0,0.991352968625,1.0,0.9920397555075,-0.0017595206050566,-0.0017595206050566,-0.0017455143908507579,1.2550004636115526,1.1707390630224164,1.1573527389467149,-0.009124459006954688,-0.009124459006954688,-0.009194420127740521
2024-01-08,test,0.0043684267078966,0,0,0,0.96887076,0.00044229886,0.030686902,1.0,0.991996511215,1.0,0.991352968625,0.0043684267078966,0.0043684267078966,0.00433065278509403,1.2604948332933583,1.1758645377928918,1.1623757003094974,-0.004786423533080897,-0.004786423533080786,-0.004894280698980902
2024-01-09,test,-0.0146727183005486,0,0,0,0.89575464,0.0006359064,0.10360946,1.0,0.9736207116000001,1.0,0.991996511215,-0.0146727183005486,-0.0146727183005486,-0.014555285364184694,1.2421349716123788,1.158737367018982,1.145579523395427,-0.019282304931678373,-0.019282304931678373,-0.019273428254399594
2024-01-10,test,0.0006756764553941,0,0,0,0.9740664,0.00042309088,0.025510585,1.0,0.99330511147,1.0,0.9736207116000001,0.0006756764553941,0.0006756764553941,0.0006578525913121694,1.242974536572316,1.1595205631396548,1.1463333937940567,-0.0186194331575259,-0.0186194331575259,-0.01862804247673011
2024-01-11,test,-0.0061976303151083,0,0,0,0.9722034,0.0004414969,0.027355112,1.0,0.9928301082250001,1.0,0.99330511147,-0.0061976303151083,-0.0061976303151083,-0.006156137870998501,1.235294862376091,1.152356506365578,1.1392980847606025,-0.024682858267295327,-0.024682858267295327,-0.024650945617578968
2024-01-12,test,0.0089454084060826,0,0,0,0.97170055,0.0004512008,0.027848268,1.0,0.9926995512000001,1.0,0.9928301082250001,0.0089454084060826,0.0089454084060826,0.008881270795927813,1.2463946514780484,1.1627110497062045,1.149461565073798,-0.015919108890135814,-0.015919108890135703,-0.015950026125738814
2024-01-15,test,-0.0017747060076404,0,0,0,0.97888136,0.0004045529,0.020714095,1.0,0.9945180694750001,1.0,0.9926995512000001,-0.0017747060076404,-0.0017747060076404,-0.001761749857296569,1.2441846290522711,1.1606494093649993,1.1474382841063544,-0.017664014354510704,-0.017664014354510482,-0.017682149794463142
2024-01-16,test,-0.0082508346350632,0,0,0,0.96909237,0.00047205333,0.030435553,1.0,0.9920370480825,1.0,0.9945180694750001,-0.0082508346350632,-0.0082508346350632,-0.00820560413282052,1.2339613009145223,1.1511124809319087,1.1380613839591156,-0.02573576101354358,-0.02573576101354358,-0.025709680792700085
2024-01-17,test,-0.0127179686526005,0,0,0,0.94293773,0.00056603993,0.05649622,1.0,0.9854514049825,1.0,0.9920370480825,-0.0127179686526005,-0.0127179686526005,-0.01261669607973157,1.2183671926517587,1.1365653694163635,1.1237930085066534,-0.03804796400405386,-0.03804796400405397,-0.03792478647161168
2024-01-18,test,0.0012659447659923,0,0,0,0.97413516,0.0004478229,0.025416994,1.0,0.993309861225,1.0,0.9854514049825,0.0012659447659923,0.0012659447659923,0.0012475270482773541,1.219910554921929,1.1380051095204298,1.125195845538062,-0.036829414713639874,-0.036829414713639874,-0.03672382265859486
2024-01-19,test,-0.0022291357588983,0,0,0,0.9830761,0.0004391817,0.016484667,1.0,0.995549395675,1.0,0.993309861225,-0.0022291357588983,-0.0022291357588983,-0.0022142225313229553,1.2171942373264295,1.1354711669372735,1.1227071678046625,-0.03897406146476845,-0.03897406146476845,-0.03885437084997867
2024-01-22,test,0.0110762347655081,0,0,0,0.9688752,0.00052309054,0.030601665,1.0,0.9919572213850001,1.0,0.995549395675,0.0110762347655081,0.0110762347655081,0.011026938827156016,1.2307511073925685,1.1481178215154513,1.1351556995257441,-0.028270343537604603,-0.028270343537604492,-0.028197226942677234
2024-01-23,test,-0.0109849056796071,0,0,0,0.9546585,0.000544909,0.044796627,1.0,0.9883921975,1.0,0.9919572213850001,-0.0109849056796071,-0.0109849056796071,-0.010896556515119364,1.2173054076399528,1.1355748732166444,1.1228535585041126,-0.0388862878361933,-0.0388862878361933,-0.038729046290770675
2024-01-24,test,0.0115766578935419,0,0,0,0.89868647,0.0006440688,0.10066951,1.0,0.9743496197,1.0,0.9883921975,0.0115766578935419,0.0115766578935419,0.0114422783351036,1.2314796226141598,1.1487974238364487,1.1357753478224746,-0.027695150192863838,-0.027695150192863838,-0.027666748230960048
2024-01-25,test,-0.0057716259030966,0,0,0,0.94664806,0.0004336437,0.052918315,1.0,0.9864452071750001,1.0,0.9743496197,-0.0057716259030966,-0.0057716259030966,-0.005623581503732841,1.2243924548394676,1.1421860922866987,1.129406148225897,-0.033290766614110234,-0.033290766614110345,-0.03311939744260173
2024-01-26,test,0.0020147893087917,0,0,0,0.9598442,0.00043246918,0.039723337,1.0,0.9897448200450001,1.0,0.9864452071750001,0.0020147893087917,0.0020147893087917,0.0019874792571250035,1.2268618344717395,1.1444896764532044,1.131653051615686,-0.031341087749448104,-0.03134108774944788,-0.031195831410293584
2024-01-29,test,-0.0046704114325721,0,0,0,0.96807164,0.0004042373,0.03152414,1.0,0.991815804325,1.0,0.9897448200450001,-0.0046704114325721,-0.0046704114325721,-0.004622515522867184,1.2211452447380649,1.1391569016036824,1.1264340395933012,-0.035854575281308865,-0.035854575281308865,-0.035663809114226064
2024-01-30,test,0.0149529121655686,0,0,0,0.884913,0.0008824075,0.11420458,1.0,0.9707870368749999,1.0,0.991815804325,0.0149529121655686,0.0149529121655686,0.014830534606494498,1.239542122998493,1.1563186036441508,1.1432641498926235,-0.021329467739573893,-0.021329467739573893,-0.02125561130790299
2024-01-31,test,0.0038177101223021,0,0,0,0.9460658,0.0004564039,0.053477854,1.0,0.986288291475,1.0,0.9707870368749999,0.0038177101223021,0.0038177101223021,0.003706183497277349,1.2442833801225264,1.16074153023572,1.1475091581487105,-0.017586046239757014,-0.017586046239757014,-0.01762147477787457
2024-02-01,test,-0.0063409674771716,0,0,0,0.9350634,0.00052272226,0.06441384,1.0,0.983504460565,1.0,0.986288291475,-0.0063409674771716,-0.0063409674771716,-0.006254021979358118,1.236418381878704,1.15340459216946,1.1403550050856097,-0.023795792463539245,-0.023795792463539245,-0.023746119871496885
2024-02-02,test,0.0048315288369286,0,0,0,0.9626947,0.0004253522,0.036879897,1.0,0.9904609608,1.0,0.983504460565,0.0048315288369286,0.0048315288369286,0.0047518301624677045,1.242406627486964,1.1589907837732365,1.1457866733567228,-0.019067821216733005,-0.019067821216733005,-0.019096087906366077
2024-02-05,test,-0.0121178655660995,0,0,0,0.88758343,0.00060463167,0.11181187,1.0,0.9715934904174999,1.0,0.9904609608,-0.0121178655660995,-0.0121178655660995,-0.012002272771444148,1.227442162800359,1.1450310412282723,1.1321168278722287,-0.030882894176419762,-0.030882894176419762,-0.030798794200001978
2024-02-06,test,0.0061872708244614,0,0,0,0.945509,0.00045786164,0.05403314,1.0,0.9861483204100001,1.0,0.9715934904174999,0.0061872708244614,0.0061872708244614,0.006011512056496814,1.2350602230809542,1.1521376208778817,1.1389430592611518,-0.024868115839103644,-0.024868115839103644,-0.024954881689975394
2024-02-07,test,-0.0083119459308128,0,0,0,0.9216135,0.0005066839,0.07787981,1.0,0.9801500284749999,1.0,0.9861483204100001,-0.0083119459308128,-0.0083119459308128,-0.008196811519009778,1.2248370155183825,1.1426008049244867,1.1296455148397848,-0.03293976729897341,-0.03293976729897341,-0.03291447653241242
2024-02-08,test,-0.0014929996569304,0,0,0,0.9657452,0.00037760145,0.0338772,1.0,0.9912475003625,1.0,0.9801500284749999,-0.0014929996569304,-0.0014929996569304,-0.0014633636562534965,1.2230096987055368,1.1408961751372118,1.1279936415893395,-0.03438251061899078,-0.03438251061899067,-0.03432863937033204
2024-02-09,test,-0.0008888780758975,0,0,0,0.9698933,0.0004835429,0.029623145,1.0,0.992231544475,1.0,0.9912475003625,-0.0008888780758975,-0.0008888780758975,-0.0008810981708604255,1.221923075207195,1.1398825081201927,1.1270002061763253,-0.03524044547877292,-0.03524044547877281,-0.035179115908153036
2024-02-12,test,0.0088627165705905,0,0,0,0.9700632,0.0004194621,0.029517287,1.0,0.992306030775,1.0,0.992231544475,0.0088627165705905,0.0088627165705905,0.008793866951081187,1.2328007648324606,1.150029863861468,1.1369546007043767,-0.026652052960437045,-0.026652052960437045,-0.0266571940162853
2024-02-13,test,-0.0059567735257556,0,0,0,0.97066903,0.00047979405,0.028851245,1.0,0.9924274122625,1.0,0.992306030775,-0.0059567735257556,-0.0059567735257556,-0.005910942293568142,1.225479078337809,1.1431997593037175,1.130253950756415,-0.03243283175432843,-0.03243283175432832,-0.032393596699578864
2024-02-14,test,-0.0008870861634035,0,0,0,0.9733026,0.00057987834,0.026117483,1.0,0.993035681835,1.0,0.9924274122625,-0.0008870861634035,-0.0008870861634035,-0.0008803686256004047,1.2243924548394673,1.1421860922866987,1.1292593485117526,-0.033290766614110456,-0.033290766614110345,-0.03324507215784056
2024-02-15,test,0.0010784368662912,0,0,0,0.97958595,0.00053546525,0.019878544,1.0,0.9946287243125,1.0,0.993035681835,0.0010784368662912,0.0010784368662912,0.0010709262888334823,1.2257135970577684,1.1434185323117183,1.1304693498304514,-0.03224766938168344,-0.03224766938168333,-0.03220919431535085
2024-02-16,test,-0.0041284032511992,0,0,0,0.98444057,0.00051241805,0.015047065,1.0,0.9958539732624999,1.0,0.9946287243125,-0.0041284032511992,-0.0041284032511992,-0.004106228459187838,1.2206637880548783,1.1387077701790314,1.125836901867785,-0.036234705540419854,-0.036234705540419854,-0.03617501660567091
2024-02-19,test,0.0058896670197813,0,0,0,0.98110914,0.00061609765,0.018274706,1.0,0.9949691939125,1.0,0.9958539732624999,0.0058896670197813,0.0058896670197813,0.005865248302842315,1.2278743042360067,1.145434168457411,1.1324596177966872,-0.03054170037510373,-0.03054170037510362,-0.030505332960011566
