regime,n_obs,mean_ret_1d,mean_ewma_vol,mean_cvar_95_60d,frequency_pct
0,2047,0.0005750652163726415,0.008126441938073652,-0.018403623953779272,38.8130451270383
1,645,-0.00016661633662439076,0.02581632353923167,-0.0517607482209373,12.229806598407281
2,2582,-0.0005729645096867857,0.014245709329724765,-0.03116319307835888,48.95714827455442
