regime,n_obs,mean_ret_1d,mean_ewma_vol,mean_cvar_95_60d,frequency_pct
0,2025,0.0005733572310938302,0.008138664330691448,-0.018436212415759167,40.362766593581824
1,2388,-0.0005524105937901943,0.014086982942152083,-0.030690811441048214,47.598166234801674
2,604,-0.00013865858615421018,0.024978988941143344,-0.04744760824690676,12.039067171616503
